source_id,n_ra,n_parallax,n_pmra,n_pmdec,n_phot_g_mean_flux,n_phot_g_mean_mag,n_phot_bp_mean_flux,n_phot_bp_mean_mag,n_phot_rp_mean_flux,n_phot_rp_mean_mag,n_bp_rp,n_bp_g,n_g_rp,teff_gspphot,logg_gspphot,mh_gspphot
24304567093483100,0.313,0.167,0.209,0.144,0.024,0.897,0.102,0.582,0.034,0.809,0.42,0.345,0.595,4343.1636,4.8934,-1.437
102649447792340992,0.343,0.178,0.021,0.227,0.285,0.411,0.559,0.16,0.189,0.462,0.33,0.252,0.491,5137.488,4.7634,-1.8882
87660218087438400,0.272,0.269,0.029,0.221,0.213,0.494,0.332,0.298,0.186,0.465,0.457,0.387,0.632,4161.844,4.6478,-0.5457
102651092764132992,0.276,0.211,0.216,0.307,0.271,0.426,0.408,0.244,0.233,0.408,0.456,0.383,0.636,4169.8555,4.7286,-0.5545
87343726242255600,0.366,0.081,0.14,0.672,0.314,0.382,0.57,0.155,0.219,0.425,0.358,0.283,0.522,4905.727,4.3864,-1.5434
89026082111784704,0.702,0.189,0.312,0.247,0.095,0.693,0.203,0.422,0.083,0.651,0.41,0.338,0.58,4465.7334,4.8704,-1.4045
22784874520434900,0.561,0.197,0.269,0.537,0.34,0.358,0.662,0.114,0.219,0.424,0.321,0.244,0.481,5228.0464,4.7383,-1.7457
75002498494177408,0.697,0.448,0.284,0.289,0.098,0.685,0.107,0.571,0.135,0.544,0.643,0.617,0.798,3468.8362,4.4262,-0.7897
82338611873237200,0.929,0.105,0.064,0.655,0.174,0.549,0.335,0.295,0.136,0.542,0.387,0.306,0.563,4639.4116,4.8171,-1.3225
75085889579126592,0.857,0.328,0.474,0.195,0.029,0.876,0.059,0.691,0.058,0.721,0.601,0.572,0.75,3654.3503,4.3859,-0.6612
101854118633370000,0.323,0.264,0.103,0.801,0.314,0.382,0.51,0.185,0.24,0.401,0.407,0.337,0.574,4501.08,4.7814,-1.0166
25179473406644900,0.861,0.062,0.119,0.394,0.497,0.238,0.903,0.03,0.324,0.321,0.332,0.255,0.494,5172.12,4.6117,-0.679
20069042144608100,0.864,0.356,0.245,0.933,0.04,0.84,0.071,0.656,0.064,0.702,0.584,0.557,0.729,3517.8188,4.6058,-1.2141
89476370778488400,0.759,0.141,0.154,0.32,0.143,0.6,0.241,0.38,0.135,0.544,0.464,0.39,0.647,4061.13,4.5069,-2.2445
103419273435494000,0.27,0.055,0.035,0.651,0.044,0.828,0.177,0.455,0.033,0.812,0.299,0.212,0.467,5411.7666,4.7679,-1.847
85591998060647600,0.315,0.255,0.191,0.589,0.065,0.766,0.082,0.628,0.101,0.61,0.638,0.608,0.796,3555.256,4.4165,-1.6502
102343092069348992,0.752,0.241,0.373,0.406,0.118,0.644,0.25,0.37,0.098,0.616,0.391,0.311,0.568,4525.639,4.8137,-1.1799
26072822308869700,0.993,0.619,0.099,0.772,0.001,0.994,0.023,0.837,0.048,0.755,0.707,0.672,0.885,3192.871,4.7008,-0.9031
82842261213794000,0.97,0.414,0.336,0.526,0.097,0.689,0.122,0.542,0.127,0.558,0.604,0.559,0.775,3780.668,4.8049,-0.464
23469728530193600,0.565,0.317,0.275,0.807,0.025,0.893,0.048,0.728,0.065,0.699,0.654,0.615,0.828,3420.9053,4.8226,-0.3486
76480379560816496,0.446,0.195,0.075,0.803,0.019,0.914,0.057,0.699,0.043,0.773,0.562,0.533,0.704,3622.8477,4.3673,-1.7942
74723909735840608,0.206,0.241,0.305,0.928,0.145,0.595,0.233,0.388,0.136,0.542,0.474,0.411,0.643,4173.057,4.7446,-1.2238
101700152644992000,0.166,0.17,0.037,0.536,0.091,0.702,0.231,0.39,0.068,0.69,0.346,0.268,0.511,4990.241,4.795,-1.647
75091185274290096,0.822,0.063,0.2,0.528,0.487,0.245,0.789,0.067,0.358,0.293,0.391,0.313,0.565,4728.1445,4.3202,-1.3779
101420670533896992,0.258,0.533,0.169,0.226,0.094,0.694,0.075,0.647,0.15,0.519,0.736,0.741,0.867,3529.8264,4.7812,-0.0643
82217601170249792,0.74,0.091,0.175,0.416,0.0,1.0,0.087,0.617,0.007,0.95,0.329,0.267,0.472,5042.731,4.7969,-2.8396
82239277869706704,0.852,0.445,0.065,0.454,0.029,0.876,0.057,0.699,0.065,0.699,0.627,0.585,0.797,3348.052,4.6115,-0.9661
106586313599308000,0.37,0.213,0.104,0.568,0.016,0.926,0.093,0.602,0.028,0.833,0.419,0.342,0.596,4447.9507,4.4341,-1.9092
83159298519770800,0.88,0.262,0.226,0.459,0.262,0.436,0.374,0.267,0.221,0.422,0.465,0.41,0.623,4183.4272,4.6454,-0.4995
86775897205816800,0.023,0.132,0.057,0.442,0.066,0.762,0.183,0.448,0.054,0.735,0.36,0.29,0.519,4829.395,4.8391,-1.5692
101947443977584992,0.805,0.602,0.291,0.386,0.578,0.188,0.518,0.181,0.605,0.147,0.626,0.595,0.784,3840.5295,4.2186,-0.3314
26217098850288100,0.625,0.184,0.106,0.601,0.042,0.832,0.101,0.585,0.058,0.722,0.5,0.439,0.671,3956.1816,5.012,-1.3507
99651938576653600,0.099,0.287,0.175,0.328,0.501,0.236,0.703,0.098,0.405,0.259,0.45,0.381,0.622,4388.363,4.4783,0.0033
102207302383268992,0.534,0.402,0.032,0.464,0.118,0.645,0.127,0.532,0.152,0.516,0.632,0.603,0.788,3691.1853,4.647,-0.4161
23395687589346300,0.563,0.085,0.089,0.705,0.07,0.752,0.123,0.541,0.09,0.635,0.535,0.471,0.719,3670.3845,4.5555,-0.9799
75089329848424704,0.789,0.215,0.129,0.747,0.033,0.861,0.091,0.606,0.054,0.735,0.509,0.439,0.694,3921.4246,4.9266,-1.1205
87282394109003296,0.358,0.233,0.126,0.461,0.004,0.982,0.046,0.736,0.03,0.823,0.553,0.507,0.715,3668.0298,4.9313,-1.0782
102269390430590000,0.402,0.247,0.241,0.56,0.013,0.94,0.073,0.653,0.027,0.836,0.463,0.413,0.615,3995.6575,4.7775,-2.5686
82311918652029600,0.779,0.364,0.135,0.206,0.441,0.277,0.601,0.141,0.379,0.278,0.473,0.402,0.654,4471.111,4.7276,-0.7368
86735838046313696,0.102,0.088,0.232,0.191,0.452,0.268,0.849,0.046,0.297,0.344,0.328,0.244,0.497,5712.5117,4.4648,-2.0336
75922622223397600,0.145,0.007,0.102,0.271,0.142,0.6,0.322,0.305,0.101,0.61,0.336,0.255,0.504,5155.5957,4.7899,-3.0933
22746322893992900,0.531,0.424,0.118,0.203,0.082,0.722,0.126,0.536,0.106,0.599,0.562,0.503,0.742,3681.342,4.8768,-0.6542
100069027145088000,0.013,0.162,0.043,0.75,0.205,0.505,0.359,0.278,0.163,0.498,0.409,0.335,0.58,4496.681,4.4653,-0.4096
85896425342252496,0.363,0.173,0.17,0.678,0.15,0.587,0.291,0.331,0.126,0.56,0.405,0.32,0.59,4477.8706,4.8932,-1.6055
23362079469971700,0.921,0.086,0.109,0.26,0.025,0.89,0.12,0.545,0.028,0.833,0.366,0.289,0.533,4782.8555,4.8983,-2.0944
87449214934375504,0.706,0.821,0.343,0.481,0.201,0.511,0.196,0.431,0.242,0.398,0.64,0.604,0.806,3711.3704,4.8541,-0.5036
24404141615387200,0.619,0.173,0.131,0.332,0.11,0.661,0.25,0.37,0.083,0.651,0.361,0.287,0.523,4855.415,4.8805,-2.1352
86675566769644400,0.794,0.141,0.16,0.45,0.174,0.549,0.33,0.3,0.131,0.55,0.384,0.315,0.544,4672.7583,4.787,-1.1378
86233528735890496,0.642,0.353,0.408,0.254,0.009,0.958,0.015,0.88,0.054,0.733,0.767,0.8,0.868,3259.0667,4.9566,-0.1329
22631247834932400,0.38,0.044,0.139,0.738,0.028,0.882,0.12,0.545,0.031,0.822,0.375,0.301,0.542,4655.963,4.8395,-1.3947
89860684452157104,0.993,0.063,0.133,0.665,0.27,0.427,0.535,0.172,0.177,0.477,0.328,0.252,0.487,5248.277,4.7219,-1.3097
19580584104023200,0.695,0.191,0.058,0.488,0.01,0.953,0.083,0.625,0.031,0.822,0.449,0.345,0.668,4019.6738,5.2123,-2.1395
102441360921560992,0.697,0.333,0.127,0.588,0.041,0.834,0.058,0.695,0.072,0.681,0.639,0.635,0.763,3446.1672,4.5517,-1.3539
99843799060523696,0.252,0.032,0.039,0.43,0.029,0.879,0.075,0.647,0.049,0.752,0.531,0.488,0.687,3707.4443,4.5344,-1.7677
75598639954864800,0.159,0.545,0.315,0.413,0.251,0.448,0.267,0.353,0.271,0.369,0.593,0.549,0.76,3594.7668,4.4105,-1.103
89806151251758800,0.964,0.253,0.235,0.158,0.052,0.8,0.072,0.653,0.087,0.642,0.634,0.606,0.788,3709.1584,4.8338,-0.8171
88156265335139200,0.967,0.263,0.114,0.587,0.054,0.794,0.107,0.572,0.074,0.676,0.529,0.469,0.704,3717.9204,4.5378,-1.6082
106625655502668992,0.159,0.2,0.205,0.554,0.081,0.725,0.151,0.493,0.085,0.647,0.48,0.422,0.644,4120.0273,4.8628,-1.109
106864769214864000,0.18,0.358,0.301,0.813,0.405,0.303,0.562,0.159,0.345,0.304,0.468,0.398,0.645,4188.3516,4.7431,-0.4671
19440052773877800,0.539,0.047,0.362,0.311,0.033,0.862,0.167,0.47,0.024,0.853,0.278,0.192,0.44,5819.9185,4.724,-1.8052
72733965488209600,0.037,0.314,0.134,0.624,0.062,0.772,0.094,0.6,0.082,0.653,0.574,0.549,0.714,3695.0132,4.6228,-0.9201
23806385246515300,0.192,0.683,0.428,0.451,0.206,0.504,0.182,0.449,0.251,0.389,0.664,0.645,0.814,3606.3025,4.3905,-0.5721
74610831836443904,0.202,0.161,0.053,0.217,0.231,0.472,0.385,0.259,0.189,0.462,0.423,0.346,0.6,4404.403,4.4454,-0.9192
24526122981756800,0.324,0.175,0.142,0.521,0.105,0.671,0.167,0.469,0.117,0.578,0.518,0.453,0.699,3996.333,4.8094,-0.7566
26013311242439600,0.818,0.185,0.009,0.489,0.392,0.314,0.73,0.088,0.263,0.376,0.338,0.256,0.507,5036.8823,4.6807,-1.402
88956641080363200,0.785,0.083,0.04,0.482,0.083,0.72,0.204,0.421,0.063,0.706,0.361,0.298,0.509,4951.627,4.7132,-1.0608
106647267775860000,0.234,0.301,0.07,0.795,0.004,0.979,0.092,0.603,0.014,0.905,0.356,0.271,0.533,4850.8325,4.8919,-2.0434
89488293607690800,0.758,0.34,0.143,0.893,0.643,0.153,0.882,0.036,0.531,0.184,0.458,0.383,0.641,4760.2363,4.7042,-0.6174
76327066408439504,0.355,0.462,0.309,0.359,0.19,0.526,0.212,0.411,0.21,0.435,0.589,0.548,0.753,3959.493,4.335,-0.2694
86891586444940400,0.269,0.374,0.292,0.958,0.032,0.868,0.05,0.721,0.069,0.688,0.657,0.637,0.807,3516.11,4.5781,-1.4171
86143162623638496,0.81,0.131,0.052,0.396,0.073,0.744,0.149,0.496,0.078,0.663,0.469,0.401,0.644,4024.3416,4.8299,-0.8413
103274550217460992,0.576,0.237,0.049,0.092,0.058,0.785,0.13,0.527,0.069,0.688,0.476,0.401,0.661,3967.0818,5.0029,-1.4061
86259470338391600,0.689,0.073,0.166,0.461,0.027,0.884,0.141,0.508,0.02,0.87,0.299,0.23,0.442,5502.8535,4.762,-2.154
99865548774870096,0.186,0.826,0.347,0.166,0.042,0.831,0.045,0.74,0.095,0.623,0.732,0.721,0.885,3287.2146,4.9329,-0.0992
102704556517628000,0.2,0.1,0.145,0.122,0.07,0.753,0.219,0.403,0.046,0.762,0.294,0.221,0.444,5594.745,4.7485,-1.7352
79384911324198496,0.094,0.141,0.19,0.526,0.122,0.636,0.204,0.421,0.124,0.564,0.485,0.414,0.668,4056.0208,4.7785,-0.6933
101495475979114000,0.501,0.206,0.285,0.336,0.11,0.66,0.186,0.443,0.108,0.596,0.478,0.42,0.642,4392.072,4.569,0.1019
101897622356974000,0.746,0.156,0.137,0.662,0.113,0.653,0.242,0.378,0.099,0.614,0.401,0.313,0.589,4533.756,4.8473,-1.3783
89801620062090208,0.982,0.402,0.013,0.363,0.479,0.25,0.604,0.139,0.426,0.246,0.501,0.436,0.678,4408.5444,4.6536,0.0499
88143139915033904,0.987,0.597,0.822,0.738,0.076,0.736,0.06,0.689,0.126,0.56,0.739,0.759,0.852,3397.149,4.6029,-0.5771
102210566558784000,0.568,0.33,0.301,0.614,0.013,0.942,0.053,0.711,0.04,0.782,0.566,0.517,0.734,3584.6199,4.675,-1.0014
82601227649056608,0.491,0.195,0.156,0.781,0.02,0.911,0.055,0.704,0.047,0.758,0.58,0.547,0.731,3537.2327,4.4927,-1.6305
24669536234134000,0.462,0.798,0.038,0.675,0.312,0.384,0.27,0.351,0.357,0.295,0.656,0.634,0.808,3633.9028,4.5554,-0.7775
106660599354524992,0.243,0.707,0.319,0.235,0.287,0.409,0.274,0.347,0.317,0.327,0.624,0.593,0.781,3869.5168,4.3847,-0.0173
73165699895806704,0.077,0.524,0.51,0.003,0.307,0.389,0.28,0.342,0.373,0.283,0.658,0.609,0.843,4243.2246,4.2301,-3.3838
103365569164251008,0.322,0.141,0.127,0.835,0.045,0.822,0.1,0.585,0.056,0.726,0.497,0.455,0.644,4007.2297,5.0035,-1.4429
103109387250067008,0.246,0.181,0.023,0.404,0.138,0.607,0.296,0.327,0.103,0.606,0.36,0.285,0.525,4806.5586,4.7373,-0.7732
18410914185854200,0.977,0.149,0.1,0.63,0.502,0.235,0.881,0.036,0.34,0.307,0.35,0.271,0.517,4939.073,4.4524,-0.736
25966208336146100,0.661,0.722,0.288,0.163,0.892,0.042,0.943,0.018,0.872,0.042,0.566,0.502,0.753,4121.5796,4.6624,0.1463
85751289807598496,0.648,0.33,0.111,0.833,0.03,0.874,0.082,0.628,0.048,0.755,0.511,0.459,0.674,3814.68,5.0383,-1.2169
102065808981131008,0.886,0.117,0.117,0.568,0.001,0.994,0.046,0.736,0.019,0.879,0.504,0.49,0.615,3942.9553,5.0283,-1.3831
102399338961460000,0.727,0.254,0.056,0.121,0.133,0.616,0.185,0.445,0.14,0.535,0.533,0.485,0.696,3836.9155,4.6477,-0.4066
85888591322383392,0.321,0.691,0.135,0.246,0.018,0.918,0.019,0.857,0.068,0.691,0.781,0.812,0.889,3285.8145,4.9272,-0.1381
26291865640842200,0.601,0.174,0.225,0.566,0.119,0.642,0.24,0.38,0.101,0.611,0.406,0.332,0.577,4555.844,4.8109,-1.1597
25263964003328000,0.988,0.436,0.253,0.349,0.47,0.256,0.572,0.154,0.421,0.249,0.511,0.453,0.682,4477.7603,4.6679,0.4309
87814695177093104,0.4,0.22,0.295,0.509,0.0,0.999,0.037,0.772,0.03,0.825,0.585,0.548,0.742,3612.308,4.9364,-0.8919
87639426150684000,0.15,0.051,0.324,0.594,0.323,0.374,0.669,0.111,0.195,0.454,0.292,0.216,0.444,5648.6514,4.6963,-3.2566
102319972261036000,0.752,0.04,0.309,0.775,0.349,0.35,0.722,0.091,0.212,0.432,0.291,0.211,0.45,5668.3867,4.674,-2.3442
19679643229601000,0.821,0.176,0.198,0.361,0.185,0.533,0.336,0.294,0.145,0.526,0.4,0.327,0.568,4503.965,4.8424,-1.381
19546915855708200,0.514,0.146,0.133,0.319,0.287,0.409,0.46,0.212,0.218,0.425,0.412,0.349,0.569,4643.06,4.5433,-0.0181
76112867799333296,0.429,0.97,0.1,0.407,0.24,0.461,0.177,0.455,0.302,0.339,0.714,0.716,0.847,3610.5852,4.7938,-0.1914
101933940600412992,0.808,0.28,0.2,0.443,0.311,0.385,0.49,0.195,0.246,0.394,0.423,0.352,0.593,4400.768,4.6354,-0.6394
82850026514616304,0.969,0.303,0.243,0.034,0.38,0.323,0.529,0.175,0.328,0.317,0.471,0.399,0.652,4490.9897,4.6673,0.2607
103295028621564992,0.586,0.494,0.242,0.303,0.062,0.774,0.084,0.624,0.098,0.617,0.629,0.589,0.797,3477.6528,4.4786,-1.2191
85939310591318400,0.069,0.143,0.111,0.77,0.097,0.687,0.231,0.39,0.073,0.676,0.358,0.289,0.514,4901.678,4.831,-1.8034
90029180313525200,0.991,0.142,0.064,0.624,0.032,0.867,0.113,0.56,0.039,0.788,0.419,0.349,0.588,4391.568,4.9013,-1.5185
88208221554807104,0.93,0.208,0.125,0.756,0.443,0.275,0.761,0.077,0.316,0.328,0.37,0.289,0.544,4782.1543,4.7434,-0.9986
73174805226478208,0.04,0.859,0.36,0.134,0.513,0.228,0.424,0.233,0.563,0.167,0.657,0.636,0.808,3702.4612,4.3676,-0.9885
24292648559928900,0.35,0.034,0.228,0.853,0.02,0.911,0.086,0.618,0.034,0.806,0.457,0.391,0.628,4028.411,4.9334,-1.6756
23512682498584900,0.806,0.03,0.09,0.543,0.204,0.507,0.461,0.211,0.127,0.559,0.293,0.213,0.452,5513.858,4.7008,-1.7241
22749445335002600,0.468,0.353,0.114,0.251,0.18,0.54,0.225,0.397,0.192,0.458,0.556,0.503,0.728,3591.2737,4.409,-1.0934
83089720049627600,0.968,0.402,0.01,0.592,0.249,0.45,0.372,0.268,0.22,0.423,0.466,0.394,0.646,4160.3364,4.7743,-0.7478
76241514955072608,0.441,0.122,0.184,0.679,0.087,0.711,0.201,0.425,0.072,0.681,0.386,0.318,0.547,4661.7485,4.8278,-1.3561
75295552702867392,0.755,0.152,0.308,0.334,0.2,0.513,0.331,0.298,0.167,0.492,0.433,0.362,0.606,4308.7446,4.6619,-0.9101
87485322724164400,0.509,0.054,0.049,0.625,0.25,0.449,0.531,0.174,0.158,0.505,0.305,0.224,0.466,5517.7153,4.659,-2.3327
23254430409403000,0.893,0.267,0.3,0.191,0.196,0.518,0.316,0.31,0.17,0.488,0.448,0.376,0.625,4402.14,4.5655,0.1213
102144561501239008,0.935,0.112,0.053,0.536,0.013,0.939,0.075,0.647,0.036,0.801,0.489,0.405,0.688,3848.7441,5.0107,-1.2491
23562126162040300,0.769,0.246,0.041,0.562,0.145,0.596,0.277,0.344,0.124,0.564,0.413,0.329,0.597,4446.8984,4.8449,-1.3414
99702481751773904,0.095,0.131,0.142,0.555,0.349,0.35,0.633,0.127,0.251,0.389,0.363,0.276,0.543,4848.0425,4.7854,-1.3774
22600942545391200,0.356,0.092,0.271,0.392,0.023,0.898,0.133,0.523,0.021,0.868,0.314,0.239,0.47,5406.5254,4.7663,-2.4557
87482127268415200,0.515,0.072,0.099,0.624,0.419,0.293,0.837,0.05,0.255,0.385,0.295,0.217,0.451,5589.428,4.623,-1.568
82341876048386096,0.96,0.267,0.069,0.425,0.182,0.537,0.253,0.367,0.206,0.44,0.543,0.453,0.761,4201.621,4.4362,-0.0071
85595227876068704,0.394,0.175,0.141,0.409,0.313,0.383,0.492,0.194,0.249,0.39,0.425,0.352,0.599,4350.7114,4.3906,-1.3424
26297947315034200,0.583,0.081,0.093,0.687,0.506,0.232,0.985,0.006,0.321,0.323,0.308,0.22,0.478,5491.7627,4.6892,-1.7199
23650563833045800,0.04,0.325,0.43,0.261,0.562,0.198,0.826,0.054,0.444,0.234,0.431,0.354,0.611,4278.811,4.3312,-0.9394
74360761661091904,0.538,0.11,0.107,0.436,0.263,0.434,0.493,0.193,0.188,0.464,0.36,0.28,0.53,4890.701,4.7589,-1.092
74890215164597696,0.691,0.206,0.144,0.696,0.051,0.803,0.146,0.502,0.05,0.748,0.399,0.33,0.564,4543.3013,4.7958,-1.5372
74636640295522000,0.352,0.091,0.185,0.483,0.209,0.5,0.42,0.236,0.147,0.523,0.348,0.267,0.518,5038.1597,4.7915,-1.6385
79620756568350000,0.148,0.08,0.295,0.13,0.03,0.874,0.144,0.505,0.025,0.846,0.316,0.238,0.476,5052.829,4.7908,-1.8117
86958626589627104,0.175,0.319,0.069,0.416,0.021,0.905,0.05,0.722,0.05,0.748,0.606,0.587,0.743,3440.7117,4.5239,-1.4314
19571203895468800,0.745,0.403,0.317,0.8,0.063,0.77,0.079,0.635,0.102,0.608,0.647,0.616,0.808,3440.2678,4.4388,-1.1823
23115655721677000,0.739,0.279,0.202,0.338,0.041,0.834,0.084,0.622,0.062,0.709,0.546,0.503,0.704,3598.0918,4.4388,-1.1765
100079300706926000,0.064,0.395,0.255,0.296,0.132,0.619,0.146,0.502,0.159,0.505,0.613,0.583,0.766,3554.4092,4.5052,-0.7797
103391957443144000,0.106,0.127,0.07,0.599,0.115,0.651,0.299,0.325,0.08,0.66,0.311,0.22,0.486,5401.254,4.7751,-2.4576
102587458528812000,0.003,0.105,0.016,0.49,0.497,0.238,0.909,0.028,0.324,0.32,0.331,0.251,0.495,5206.228,4.5923,-0.6533
86287065503480496,0.944,0.83,0.848,0.131,0.069,0.756,0.044,0.744,0.124,0.563,0.789,0.832,0.882,3296.234,4.5795,-0.8347
87359531721939200,0.273,0.031,0.099,0.555,0.021,0.909,0.107,0.572,0.03,0.826,0.396,0.312,0.579,4504.8105,4.9008,-1.6584
26563994769009600,0.996,0.157,0.103,0.366,0.112,0.656,0.267,0.353,0.084,0.648,0.348,0.265,0.52,5011.0586,4.7293,-0.9117
89907340681667392,0.977,0.083,0.09,0.497,0.083,0.72,0.214,0.41,0.056,0.727,0.332,0.278,0.463,5221.5986,4.788,-2.0086
102668203914231008,0.132,0.092,0.037,0.511,0.139,0.607,0.29,0.332,0.102,0.607,0.364,0.294,0.522,4838.8584,4.7204,-1.408
23575560819711400,0.649,0.563,0.45,0.295,0.677,0.136,0.705,0.097,0.65,0.126,0.566,0.517,0.735,3876.2332,4.3711,-0.4186
85971398292024400,0.273,0.441,0.041,0.143,0.217,0.489,0.227,0.394,0.244,0.396,0.607,0.567,0.773,4013.3633,4.6943,-0.0221
18311266649576000,0.96,0.418,0.195,0.172,0.002,0.989,0.034,0.782,0.033,0.812,0.605,0.58,0.751,3464.2593,4.7393,-1.3984
74317846347650896,0.394,0.43,0.001,0.327,0.596,0.179,0.825,0.054,0.482,0.211,0.452,0.381,0.627,4503.663,4.5553,0.001
23569268692399600,0.813,0.431,0.248,0.665,0.039,0.843,0.069,0.664,0.064,0.702,0.591,0.567,0.733,3440.177,4.5396,-1.3776
101841856501474000,0.277,0.019,0.272,0.538,0.162,0.567,0.384,0.26,0.101,0.61,0.294,0.218,0.447,5626.2295,4.6627,-1.6784
102881234291547008,0.038,0.325,0.074,0.355,0.025,0.893,0.113,0.559,0.028,0.835,0.377,0.31,0.533,4808.3584,4.888,-1.9472
26181811398870000,0.549,0.263,0.279,0.57,0.32,0.376,0.446,0.22,0.279,0.361,0.476,0.409,0.651,4490.662,4.5684,0.1671
102294438680252000,0.582,0.118,0.06,0.401,0.001,0.995,0.073,0.651,0.023,0.857,0.443,0.336,0.665,4115.4067,5.016,-1.6573
103501633727756992,0.438,0.683,0.808,0.027,0.051,0.806,0.042,0.751,0.1,0.612,0.753,0.776,0.864,3317.3281,4.4718,-0.3995
102324469091144000,0.737,0.085,0.149,0.704,0.065,0.764,0.157,0.483,0.067,0.695,0.429,0.351,0.61,4455.444,4.8199,-1.148
76478700229076304,0.424,0.244,0.054,0.726,0.239,0.463,0.378,0.264,0.203,0.444,0.443,0.368,0.623,4265.576,4.8484,-1.1835
82246459055044304,0.824,0.115,0.211,0.601,0.126,0.629,0.294,0.329,0.093,0.629,0.342,0.257,0.515,5122.7163,4.8159,-2.4656
24269455735529800,0.489,0.348,0.107,0.068,0.555,0.202,0.824,0.055,0.484,0.21,0.453,0.35,0.67,4439.0156,4.5051,-0.1331
88972897532430000,0.743,0.441,0.28,0.348,0.022,0.905,0.018,0.862,0.068,0.691,0.786,0.839,0.866,3286.1338,4.6193,-1.0515
102276197954502000,0.51,0.288,0.019,0.537,0.59,0.182,0.872,0.039,0.456,0.226,0.424,0.349,0.599,4358.7324,4.3921,-0.9954
89341160912717600,0.546,0.061,0.142,0.522,0.048,0.815,0.158,0.482,0.045,0.765,0.366,0.278,0.547,4803.393,4.8924,-2.2025
82229519703965296,0.831,0.054,0.269,0.434,0.005,0.974,0.083,0.625,0.018,0.882,0.397,0.318,0.574,4567.3135,4.9044,-1.7781
19145246219486500,0.731,0.31,0.269,0.573,0.124,0.633,0.169,0.466,0.134,0.546,0.543,0.5,0.701,3793.589,4.8743,-0.7288
82672176213612192,0.766,0.28,0.384,0.394,0.063,0.769,0.132,0.525,0.069,0.689,0.473,0.418,0.632,4164.3237,5.0101,-1.619
83170358060267904,0.927,0.119,0.155,0.399,0.154,0.581,0.31,0.315,0.117,0.578,0.374,0.299,0.541,4783.3467,4.6935,-0.7275
83055012418716192,0.894,0.132,0.033,0.62,0.247,0.453,0.535,0.172,0.161,0.501,0.307,0.215,0.481,5388.924,4.7292,-2.3369
23335489327676000,0.916,0.82,0.242,0.656,0.705,0.122,0.723,0.09,0.683,0.112,0.572,0.524,0.741,4202.2393,4.6555,0.355
102723458668688000,0.19,0.089,0.106,0.603,0.054,0.796,0.18,0.451,0.039,0.788,0.317,0.247,0.465,5285.753,4.7745,-1.7202
102276713350347008,0.463,0.133,0.063,0.412,0.414,0.296,0.715,0.093,0.295,0.346,0.37,0.289,0.543,4875.394,4.7307,-1.0219
72246469519960496,0.015,0.112,0.151,0.265,0.087,0.71,0.205,0.42,0.072,0.679,0.383,0.31,0.549,4716.89,4.8143,-1.2606
74703916663171008,0.219,0.74,0.482,0.451,0.588,0.183,0.55,0.165,0.62,0.14,0.617,0.574,0.789,3556.1443,4.108,-1.4034
79429686358848096,0.094,0.163,0.177,0.849,0.54,0.211,0.943,0.018,0.367,0.287,0.351,0.271,0.52,4949.643,4.4604,-0.8793
76072082790057792,0.323,0.081,0.228,0.599,0.062,0.773,0.189,0.439,0.048,0.753,0.336,0.258,0.5,4975.8164,4.8339,-1.9942
19276397340468200,0.761,0.466,0.139,0.623,0.065,0.765,0.079,0.635,0.1,0.613,0.642,0.621,0.79,3364.4521,4.3855,-1.1763
103316331658803008,0.246,0.047,0.109,0.485,0.02,0.91,0.126,0.535,0.017,0.888,0.308,0.244,0.448,5578.2886,4.7617,-3.9357
89326046923046496,0.477,0.061,0.004,0.284,0.264,0.433,0.514,0.182,0.181,0.472,0.342,0.262,0.509,5023.6323,4.3873,-1.6858
19626076397459900,0.82,0.595,0.041,0.449,0.243,0.457,0.236,0.384,0.27,0.37,0.621,0.593,0.774,3555.4827,4.4867,-0.8066
103178038007314000,0.608,0.127,0.062,0.436,0.213,0.494,0.387,0.258,0.162,0.5,0.389,0.315,0.556,4690.796,4.861,-1.6618
74537752968397104,0.523,0.502,0.142,0.578,0.427,0.287,0.471,0.206,0.407,0.258,0.552,0.505,0.716,4230.409,4.6566,-0.0007
101858143017436000,0.289,0.277,0.136,0.23,0.515,0.227,0.827,0.054,0.377,0.28,0.391,0.314,0.563,4759.8394,4.6567,-0.4988
85709096048860896,0.39,0.708,0.332,0.274,0.216,0.49,0.199,0.427,0.258,0.381,0.651,0.624,0.807,3635.6448,4.656,-0.443
75976528357781600,0.059,0.192,0.183,0.4,0.034,0.858,0.066,0.67,0.07,0.686,0.611,0.558,0.794,3550.1033,4.5684,-0.8146
24192760504753700,0.011,0.037,0.083,0.659,0.027,0.885,0.116,0.553,0.029,0.828,0.377,0.311,0.534,4745.8823,4.9129,-2.2683
23663929771303600,0.026,0.07,0.083,0.726,0.043,0.83,0.151,0.493,0.036,0.801,0.345,0.277,0.497,5159.4746,4.7888,-1.674
83147508834137696,0.921,0.391,0.442,0.312,0.125,0.632,0.136,0.517,0.152,0.516,0.617,0.592,0.765,3548.4277,4.4781,-0.7623
90009427759595904,0.992,0.409,0.144,0.201,0.465,0.26,0.66,0.115,0.381,0.277,0.451,0.379,0.628,4361.09,4.6639,-0.4094
76156985703170000,0.524,0.324,0.091,0.678,0.011,0.949,0.07,0.66,0.028,0.831,0.474,0.415,0.639,4004.0413,5.0399,-1.53
